GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Liaoning-Wind_Offshore_Far,2025.10.26.12,0.0172660895724968
Liaoning-Wind_Offshore_Far,2025.10.26.16,0.0310524078905704
Liaoning-Wind_Offshore_Far,2025.10.26.20,0.1077968962179242
Liaoning-Wind_Offshore_Far,2025.11.19.00,1.0313948154770411
Liaoning-Wind_Offshore_Far,2025.11.19.04,0.8449147903014227
Liaoning-Wind_Offshore_Far,2025.11.19.08,1.0447258361359957
Liaoning-Wind_Offshore_Far,2025.11.19.12,1.099870206806603
Liaoning-Wind_Offshore_Far,2025.11.19.16,1.116316876581567
Liaoning-Wind_Offshore_Far,2025.11.19.20,1.0958818007571542
Liaoning-Wind_Offshore_Far,2025.12.16.00,0.7071190660896457
Liaoning-Wind_Offshore_Far,2025.12.16.04,0.6443982671904234
Liaoning-Wind_Offshore_Far,2025.12.16.08,0.5818235639786649
Liaoning-Wind_Offshore_Far,2025.12.16.12,0.5566145881489782
Liaoning-Wind_Offshore_Far,2025.12.16.16,0.4197116033619809
Liaoning-Wind_Offshore_Far,2025.12.16.20,0.2754967399792771
Liaoning-Wind_Offshore_Far,2030.01.28.00,0.165335658831302
Liaoning-Wind_Offshore_Far,2030.01.28.04,0.1109581802920006
Liaoning-Wind_Offshore_Far,2030.01.28.08,0.2105091025299396
Liaoning-Wind_Offshore_Far,2030.01.28.12,0.1730826120438762
Liaoning-Wind_Offshore_Far,2030.01.28.16,0.3319696145417902
Liaoning-Wind_Offshore_Far,2030.01.28.20,0.3491684071380097
Liaoning-Wind_Offshore_Far,2030.02.14.00,0.1131911237088559
Liaoning-Wind_Offshore_Far,2030.02.14.04,0.1941647849006713
Liaoning-Wind_Offshore_Far,2030.02.14.08,0.3218039893015225
Liaoning-Wind_Offshore_Far,2030.02.14.12,0.1856465031187221
Liaoning-Wind_Offshore_Far,2030.02.14.16,0.3137160789664593
Liaoning-Wind_Offshore_Far,2030.02.14.20,0.5625360987724015
Liaoning-Wind_Offshore_Far,2030.03.24.00,0.2415187845678541
Liaoning-Wind_Offshore_Far,2030.03.24.04,0.0847617552165113
Liaoning-Wind_Offshore_Far,2030.03.24.08,0.0912410766188325
Liaoning-Wind_Offshore_Far,2030.03.24.12,0.1917452064784978
Liaoning-Wind_Offshore_Far,2030.03.24.16,0.5584573402247163
Liaoning-Wind_Offshore_Far,2030.03.24.20,0.8191650099848505
Liaoning-Wind_Offshore_Far,2030.04.15.00,0.4934416807645911
Liaoning-Wind_Offshore_Far,2030.04.15.04,0.1406042307719982
Liaoning-Wind_Offshore_Far,2030.04.15.08,0.1452760128960083
Liaoning-Wind_Offshore_Far,2030.04.15.12,0.227455726154302
Liaoning-Wind_Offshore_Far,2030.04.15.16,0.3476329828665717
Liaoning-Wind_Offshore_Far,2030.04.15.20,0.580565046911647
Liaoning-Wind_Offshore_Far,2030.05.06.00,0.1057210683137079
Liaoning-Wind_Offshore_Far,2030.05.06.04,0.0705641777737176
Liaoning-Wind_Offshore_Far,2030.05.06.08,0.082620690571569
Liaoning-Wind_Offshore_Far,2030.05.06.12,0.2136913087076615
Liaoning-Wind_Offshore_Far,2030.05.06.16,0.0646129453797643
Liaoning-Wind_Offshore_Far,2030.05.06.20,0.0930683354576241
Liaoning-Wind_Offshore_Far,2030.06.19.00,0.1503002848658475
Liaoning-Wind_Offshore_Far,2030.06.19.04,0.1664657403730647
Liaoning-Wind_Offshore_Far,2030.06.19.08,0.1361002013519569
Liaoning-Wind_Offshore_Far,2030.06.19.12,0.032439409212403
Liaoning-Wind_Offshore_Far,2030.06.19.16,0.0398816785402593
Liaoning-Wind_Offshore_Far,2030.06.19.20,0.0727198456740091
Liaoning-Wind_Offshore_Far,2030.07.01.00,0.718529146208453
Liaoning-Wind_Offshore_Far,2030.07.01.04,0.7755292280641999
Liaoning-Wind_Offshore_Far,2030.07.01.08,0.3669296649665855
Liaoning-Wind_Offshore_Far,2030.07.01.12,0.1358120747234271
Liaoning-Wind_Offshore_Far,2030.07.01.16,0.0854358445398895
Liaoning-Wind_Offshore_Far,2030.07.01.20,0.1650948786268772
Liaoning-Wind_Offshore_Far,2030.08.23.00,0.0154230234699676
Liaoning-Wind_Offshore_Far,2030.08.23.04,0.0075958698018958
Liaoning-Wind_Offshore_Far,2030.08.23.08,0.0115002097591719
Liaoning-Wind_Offshore_Far,2030.08.23.12,0.0609760180237846
Liaoning-Wind_Offshore_Far,2030.08.23.16,0.0938186188309844
Liaoning-Wind_Offshore_Far,2030.08.23.20,0.2829757902317396
Liaoning-Wind_Offshore_Far,2030.09.07.00,0.485204804214557
Liaoning-Wind_Offshore_Far,2030.09.07.04,0.5969928065137294
Liaoning-Wind_Offshore_Far,2030.09.07.08,0.5732526197087442
Liaoning-Wind_Offshore_Far,2030.09.07.12,0.9477087309886612
Liaoning-Wind_Offshore_Far,2030.09.07.16,1.2031264248389086
Liaoning-Wind_Offshore_Far,2030.09.07.20,1.201599483492472
Liaoning-Wind_Offshore_Far,2030.10.31.00,0.2087181472784144
Liaoning-Wind_Offshore_Far,2030.10.31.04,0.438754489160069
Liaoning-Wind_Offshore_Far,2030.10.31.08,0.7873587686818829
Liaoning-Wind_Offshore_Far,2030.10.31.12,0.9547901610472244
Liaoning-Wind_Offshore_Far,2030.10.31.16,0.7537819258214001
Liaoning-Wind_Offshore_Far,2030.10.31.20,0.655250262328748
Liaoning-Wind_Offshore_Far,2030.11.12.00,0.8277822867864209
Liaoning-Wind_Offshore_Far,2030.11.12.04,0.9203397053278024
Liaoning-Wind_Offshore_Far,2030.11.12.08,0.8029417081027815
Liaoning-Wind_Offshore_Far,2030.11.12.12,0.522588933710823
Liaoning-Wind_Offshore_Far,2030.11.12.16,0.2043062966804434
Liaoning-Wind_Offshore_Far,2030.11.12.20,0.2026491931850552
Liaoning-Wind_Offshore_Far,2030.12.08.00,0.4447908412453289
Liaoning-Wind_Offshore_Far,2030.12.08.04,0.2119850295221241
Liaoning-Wind_Offshore_Far,2030.12.08.08,0.084068372137801
Liaoning-Wind_Offshore_Far,2030.12.08.12,0.0372457166439453
Liaoning-Wind_Offshore_Far,2030.12.08.16,0.0380283237044552
Liaoning-Wind_Offshore_Far,2030.12.08.20,0.1632170034647421
Liaoning-Wind_Offshore_Far,2035.01.26.00,0.5268160690700796
Liaoning-Wind_Offshore_Far,2035.01.26.04,0.7653694366928485
Liaoning-Wind_Offshore_Far,2035.01.26.08,0.8687799166859432
Liaoning-Wind_Offshore_Far,2035.01.26.12,0.6747024348675181
Liaoning-Wind_Offshore_Far,2035.01.26.16,0.750438254382329
Liaoning-Wind_Offshore_Far,2035.01.26.20,0.832216798138362
Liaoning-Wind_Offshore_Far,2035.02.24.00,1.1925867420878151
Liaoning-Wind_Offshore_Far,2035.02.24.04,0.5469096434694264
Liaoning-Wind_Offshore_Far,2035.02.24.08,0.1189550831809481
Liaoning-Wind_Offshore_Far,2035.02.24.12,0.1869727388839958
Liaoning-Wind_Offshore_Far,2035.02.24.16,0.267133346989114
Liaoning-Wind_Offshore_Far,2035.02.24.20,0.55884781169621
Liaoning-Wind_Offshore_Far,2035.03.29.00,0.2333361851730242
Liaoning-Wind_Offshore_Far,2035.03.29.04,0.0903251426273323
Liaoning-Wind_Offshore_Far,2035.03.29.08,0.0108094040098234
Liaoning-Wind_Offshore_Far,2035.03.29.12,0.0211425975988077
Liaoning-Wind_Offshore_Far,2035.03.29.16,0.0558473692081883
Liaoning-Wind_Offshore_Far,2035.03.29.20,0.1154028432184407
Liaoning-Wind_Offshore_Far,2035.04.12.00,1.0227130094095906
Liaoning-Wind_Offshore_Far,2035.04.12.04,0.7176060663370459
Liaoning-Wind_Offshore_Far,2035.04.12.08,0.9646931756043
Liaoning-Wind_Offshore_Far,2035.04.12.12,0.7596263153789217
Liaoning-Wind_Offshore_Far,2035.04.12.16,0.3879982571689223
Liaoning-Wind_Offshore_Far,2035.04.12.20,0.0636021140268665
Liaoning-Wind_Offshore_Far,2035.05.28.00,0.0431740299337603
Liaoning-Wind_Offshore_Far,2035.05.28.04,0.0729414587285161
Liaoning-Wind_Offshore_Far,2035.05.28.08,0.0399572045217428
Liaoning-Wind_Offshore_Far,2035.05.28.12,0.0164800488572732
Liaoning-Wind_Offshore_Far,2035.05.28.16,0.1692752961844593
Liaoning-Wind_Offshore_Far,2035.05.28.20,0.4146487435969901
Liaoning-Wind_Offshore_Far,2035.06.28.00,0.0310877758249439
Liaoning-Wind_Offshore_Far,2035.06.28.04,0.2026623892206089
Liaoning-Wind_Offshore_Far,2035.06.28.08,0.0175946741277285
Liaoning-Wind_Offshore_Far,2035.06.28.12,0.0027298724382921
Liaoning-Wind_Offshore_Far,2035.06.28.16,0.0432057424018949
Liaoning-Wind_Offshore_Far,2035.06.28.20,0.1075224762834529
Liaoning-Wind_Offshore_Far,2035.07.12.00,0.0560672321491619
Liaoning-Wind_Offshore_Far,2035.07.12.04,0.2657971933729777
Liaoning-Wind_Offshore_Far,2035.07.12.08,0.2701194923056443
Liaoning-Wind_Offshore_Far,2035.07.12.12,0.1928293277092244
Liaoning-Wind_Offshore_Far,2035.07.12.16,0.1588852364010946
Liaoning-Wind_Offshore_Far,2035.07.12.20,0.2407211629747899
Liaoning-Wind_Offshore_Far,2035.08.10.00,0.1755892228273332
Liaoning-Wind_Offshore_Far,2035.08.10.04,0.016635527067356
Liaoning-Wind_Offshore_Far,2035.08.10.08,0.0002827452520959
Liaoning-Wind_Offshore_Far,2035.08.10.12,0.0608941657914039
Liaoning-Wind_Offshore_Far,2035.08.10.16,0.0397048469860964
Liaoning-Wind_Offshore_Far,2035.08.10.20,0.0213256099047353
Liaoning-Wind_Offshore_Far,2035.09.29.00,0.0608226470098052
Liaoning-Wind_Offshore_Far,2035.09.29.04,0.1715344808259959
Liaoning-Wind_Offshore_Far,2035.09.29.08,0.6692789239343525
Liaoning-Wind_Offshore_Far,2035.09.29.12,0.8467629190650521
Liaoning-Wind_Offshore_Far,2035.09.29.16,0.8181534906950347
Liaoning-Wind_Offshore_Far,2035.09.29.20,0.7746612921767282
Liaoning-Wind_Offshore_Far,2035.10.20.00,0.1650478657778361
Liaoning-Wind_Offshore_Far,2035.10.20.04,0.1840022021690875
Liaoning-Wind_Offshore_Far,2035.10.20.08,0.1361539967951892
Liaoning-Wind_Offshore_Far,2035.10.20.12,0.3447342799645631
Liaoning-Wind_Offshore_Far,2035.10.20.16,0.4055726766192782
Liaoning-Wind_Offshore_Far,2035.10.20.20,0.6929594189082191
Liaoning-Wind_Offshore_Far,2035.11.14.00,0.0062272435533728
Liaoning-Wind_Offshore_Far,2035.11.14.04,7.095555436530799e-05
Liaoning-Wind_Offshore_Far,2035.11.14.08,0.0
Liaoning-Wind_Offshore_Far,2035.11.14.12,0.001436229984426
Liaoning-Wind_Offshore_Far,2035.11.14.16,0.002922890061622
Liaoning-Wind_Offshore_Far,2035.11.14.20,0.1146167444349109
Liaoning-Wind_Offshore_Far,2035.12.25.00,1.3205448212240811
Liaoning-Wind_Offshore_Far,2035.12.25.04,1.3689600371461197
Liaoning-Wind_Offshore_Far,2035.12.25.08,0.8156898937467142
Liaoning-Wind_Offshore_Far,2035.12.25.12,0.5057043090956017
Liaoning-Wind_Offshore_Far,2035.12.25.16,0.3081422490412361
Liaoning-Wind_Offshore_Far,2035.12.25.20,0.5310205059907415
Liaoning-Wind_Offshore_Far,2040.01.02.00,0.1118885145770919
Liaoning-Wind_Offshore_Far,2040.01.02.04,0.1389407842604244
Liaoning-Wind_Offshore_Far,2040.01.02.08,0.0635313579893969
Liaoning-Wind_Offshore_Far,2040.01.02.12,0.162787711267356
Liaoning-Wind_Offshore_Far,2040.01.02.16,0.1225073175722608
Liaoning-Wind_Offshore_Far,2040.01.02.20,0.1200695417803231
Liaoning-Wind_Offshore_Far,2040.02.07.00,0.1225287392937533
Liaoning-Wind_Offshore_Far,2040.02.07.04,0.3222238269449308
Liaoning-Wind_Offshore_Far,2040.02.07.08,0.2645319893975241
Liaoning-Wind_Offshore_Far,2040.02.07.12,0.4347890606641861
Liaoning-Wind_Offshore_Far,2040.02.07.16,0.5829929964958392
Liaoning-Wind_Offshore_Far,2040.02.07.20,0.4856199480070747
Liaoning-Wind_Offshore_Far,2040.03.07.00,0.4475429443237761
Liaoning-Wind_Offshore_Far,2040.03.07.04,0.1748973849286639
Liaoning-Wind_Offshore_Far,2040.03.07.08,0.1402213029727729
Liaoning-Wind_Offshore_Far,2040.03.07.12,0.0231637507928159
Liaoning-Wind_Offshore_Far,2040.03.07.16,0.0220269177709762
Liaoning-Wind_Offshore_Far,2040.03.07.20,0.0033007077583888
Liaoning-Wind_Offshore_Far,2040.04.19.00,0.054504257478775
Liaoning-Wind_Offshore_Far,2040.04.19.04,0.035517270621032
Liaoning-Wind_Offshore_Far,2040.04.19.08,0.4164922356148747
Liaoning-Wind_Offshore_Far,2040.04.19.12,0.0509135568758231
Liaoning-Wind_Offshore_Far,2040.04.19.16,0.2203056180968284
Liaoning-Wind_Offshore_Far,2040.04.19.20,0.2669828258681276
Liaoning-Wind_Offshore_Far,2040.05.19.00,0.6635149071129425
Liaoning-Wind_Offshore_Far,2040.05.19.04,0.9777269970416268
Liaoning-Wind_Offshore_Far,2040.05.19.08,0.838471392415518
Liaoning-Wind_Offshore_Far,2040.05.19.12,0.2203305552364605
Liaoning-Wind_Offshore_Far,2040.05.19.16,0.1169009386680243
Liaoning-Wind_Offshore_Far,2040.05.19.20,0.3783917149160015
Liaoning-Wind_Offshore_Far,2040.06.26.00,0.5341750038261882
Liaoning-Wind_Offshore_Far,2040.06.26.04,0.5054940837282011
Liaoning-Wind_Offshore_Far,2040.06.26.08,0.3227944908745452
Liaoning-Wind_Offshore_Far,2040.06.26.12,0.1822892737430316
Liaoning-Wind_Offshore_Far,2040.06.26.16,0.0734722306369315
Liaoning-Wind_Offshore_Far,2040.06.26.20,0.123930021106214
Liaoning-Wind_Offshore_Far,2040.07.24.00,1.140156520520704
Liaoning-Wind_Offshore_Far,2040.07.24.04,1.075450961712784
Liaoning-Wind_Offshore_Far,2040.07.24.08,0.5647131579409271
Liaoning-Wind_Offshore_Far,2040.07.24.12,0.4688005555407592
Liaoning-Wind_Offshore_Far,2040.07.24.16,0.4353693847625029
Liaoning-Wind_Offshore_Far,2040.07.24.20,0.1634770284944309
Liaoning-Wind_Offshore_Far,2040.08.26.00,0.0230647478242021
Liaoning-Wind_Offshore_Far,2040.08.26.04,0.0056270179428749
Liaoning-Wind_Offshore_Far,2040.08.26.08,0.1919071655146472
Liaoning-Wind_Offshore_Far,2040.08.26.12,0.339962709341487
Liaoning-Wind_Offshore_Far,2040.08.26.16,0.6264299460105452
Liaoning-Wind_Offshore_Far,2040.08.26.20,1.0252415924058436
Liaoning-Wind_Offshore_Far,2040.09.10.00,0.0583052978520372
Liaoning-Wind_Offshore_Far,2040.09.10.04,0.0891080323484289
Liaoning-Wind_Offshore_Far,2040.09.10.08,0.0327247710148646
Liaoning-Wind_Offshore_Far,2040.09.10.12,0.0378335092981314
Liaoning-Wind_Offshore_Far,2040.09.10.16,0.0248248644631654
Liaoning-Wind_Offshore_Far,2040.09.10.20,0.0258071978911672
Liaoning-Wind_Offshore_Far,2040.10.13.00,0.4061223359768878
Liaoning-Wind_Offshore_Far,2040.10.13.04,0.1546915039108625
Liaoning-Wind_Offshore_Far,2040.10.13.08,0.0615421366469305
Liaoning-Wind_Offshore_Far,2040.10.13.12,0.3203276583075471
Liaoning-Wind_Offshore_Far,2040.10.13.16,0.6195926315411746
Liaoning-Wind_Offshore_Far,2040.10.13.20,1.2238450835520365
Liaoning-Wind_Offshore_Far,2040.11.11.00,0.1019072933770813
Liaoning-Wind_Offshore_Far,2040.11.11.04,0.1126311334302988
Liaoning-Wind_Offshore_Far,2040.11.11.08,0.0967106601667977
Liaoning-Wind_Offshore_Far,2040.11.11.12,0.2413308411001536
Liaoning-Wind_Offshore_Far,2040.11.11.16,0.3499839565641179
Liaoning-Wind_Offshore_Far,2040.11.11.20,0.7928540340496708
Liaoning-Wind_Offshore_Far,2040.12.19.00,0.9646957463482564
Liaoning-Wind_Offshore_Far,2040.12.19.04,0.5241311359925159
Liaoning-Wind_Offshore_Far,2040.12.19.08,0.5835979530403782
Liaoning-Wind_Offshore_Far,2040.12.19.12,0.7816202366269533
Liaoning-Wind_Offshore_Far,2040.12.19.16,0.6933919482973107
Liaoning-Wind_Offshore_Far,2040.12.19.20,0.5001034613648682
Liaoning-Wind_Offshore_Far,2045.01.23.00,0.0090979657440432
Liaoning-Wind_Offshore_Far,2045.01.23.04,0.0182104621082741
Liaoning-Wind_Offshore_Far,2045.01.23.08,0.0712707526068842
Liaoning-Wind_Offshore_Far,2045.01.23.12,0.159104632951674
Liaoning-Wind_Offshore_Far,2045.01.23.16,0.3552476220267885
Liaoning-Wind_Offshore_Far,2045.01.23.20,0.6672975734640632
Liaoning-Wind_Offshore_Far,2045.02.05.00,0.7113911452831961
Liaoning-Wind_Offshore_Far,2045.02.05.04,0.6929495481936877
Liaoning-Wind_Offshore_Far,2045.02.05.08,0.6311123256256083
Liaoning-Wind_Offshore_Far,2045.02.05.12,0.4519053475430622
Liaoning-Wind_Offshore_Far,2045.02.05.16,0.3692931002920221
Liaoning-Wind_Offshore_Far,2045.02.05.20,0.424470632678787
Liaoning-Wind_Offshore_Far,2045.03.19.00,0.6237659816721769
Liaoning-Wind_Offshore_Far,2045.03.19.04,0.7287350009466398
Liaoning-Wind_Offshore_Far,2045.03.19.08,0.7181590545673643
Liaoning-Wind_Offshore_Far,2045.03.19.12,0.7389316843245483
Liaoning-Wind_Offshore_Far,2045.03.19.16,0.7037608629419271
Liaoning-Wind_Offshore_Far,2045.03.19.20,0.4932767825077953
Liaoning-Wind_Offshore_Far,2045.04.22.00,0.7114989415322467
Liaoning-Wind_Offshore_Far,2045.04.22.04,0.6297779473140049
Liaoning-Wind_Offshore_Far,2045.04.22.08,0.5122926249779637
Liaoning-Wind_Offshore_Far,2045.04.22.12,0.4707881563747935
Liaoning-Wind_Offshore_Far,2045.04.22.16,0.4083385314531558
Liaoning-Wind_Offshore_Far,2045.04.22.20,0.3478338349135453
Liaoning-Wind_Offshore_Far,2045.05.29.00,0.2143347967810617
Liaoning-Wind_Offshore_Far,2045.05.29.04,0.1757840570921299
Liaoning-Wind_Offshore_Far,2045.05.29.08,0.2945278041963246
Liaoning-Wind_Offshore_Far,2045.05.29.12,0.393773912084478
Liaoning-Wind_Offshore_Far,2045.05.29.16,0.3796646165712864
Liaoning-Wind_Offshore_Far,2045.05.29.20,0.5313449231701541
Liaoning-Wind_Offshore_Far,2045.06.25.00,0.4383556578008788
Liaoning-Wind_Offshore_Far,2045.06.25.04,0.4911313906188423
Liaoning-Wind_Offshore_Far,2045.06.25.08,0.4013158030993751
Liaoning-Wind_Offshore_Far,2045.06.25.12,0.124555810025726
Liaoning-Wind_Offshore_Far,2045.06.25.16,0.1073434610389069
Liaoning-Wind_Offshore_Far,2045.06.25.20,0.1235059323962051
Liaoning-Wind_Offshore_Far,2045.07.07.00,0.0177423120647257
Liaoning-Wind_Offshore_Far,2045.07.07.04,0.0148635245564643
Liaoning-Wind_Offshore_Far,2045.07.07.08,0.0549193152570062
Liaoning-Wind_Offshore_Far,2045.07.07.12,0.0111037620276238
Liaoning-Wind_Offshore_Far,2045.07.07.16,0.0644542617646294
Liaoning-Wind_Offshore_Far,2045.07.07.20,0.1764359478682617
Liaoning-Wind_Offshore_Far,2045.08.14.00,0.5440897662304632
Liaoning-Wind_Offshore_Far,2045.08.14.04,0.2662595656298936
Liaoning-Wind_Offshore_Far,2045.08.14.08,0.0961354217855495
Liaoning-Wind_Offshore_Far,2045.08.14.12,0.1234449313765905
Liaoning-Wind_Offshore_Far,2045.08.14.16,0.2012260420075947
Liaoning-Wind_Offshore_Far,2045.08.14.20,0.2171320114827785
Liaoning-Wind_Offshore_Far,2045.09.17.00,0.4185688772906131
Liaoning-Wind_Offshore_Far,2045.09.17.04,0.529058072851701
Liaoning-Wind_Offshore_Far,2045.09.17.08,0.4402346034067058
Liaoning-Wind_Offshore_Far,2045.09.17.12,0.4592147964621808
Liaoning-Wind_Offshore_Far,2045.09.17.16,0.4914806669395141
Liaoning-Wind_Offshore_Far,2045.09.17.20,0.2175346033547213
Liaoning-Wind_Offshore_Far,2045.10.27.00,0.082915009516469
Liaoning-Wind_Offshore_Far,2045.10.27.04,0.1114825180042201
Liaoning-Wind_Offshore_Far,2045.10.27.08,0.2411757789350548
Liaoning-Wind_Offshore_Far,2045.10.27.12,0.2110239962529859
Liaoning-Wind_Offshore_Far,2045.10.27.16,0.2205239519892008
Liaoning-Wind_Offshore_Far,2045.10.27.20,0.4395347822675264
Liaoning-Wind_Offshore_Far,2045.11.02.00,0.3400579243636525
Liaoning-Wind_Offshore_Far,2045.11.02.04,0.1121384860531153
Liaoning-Wind_Offshore_Far,2045.11.02.08,0.0158775156678651
Liaoning-Wind_Offshore_Far,2045.11.02.12,0.1845392272971799
Liaoning-Wind_Offshore_Far,2045.11.02.16,0.4843125501229596
Liaoning-Wind_Offshore_Far,2045.11.02.20,0.6354706548410072
Liaoning-Wind_Offshore_Far,2045.12.03.00,0.5905793906569939
Liaoning-Wind_Offshore_Far,2045.12.03.04,0.6188691006625981
Liaoning-Wind_Offshore_Far,2045.12.03.08,0.4902241173233058
Liaoning-Wind_Offshore_Far,2045.12.03.12,0.3762552912590339
Liaoning-Wind_Offshore_Far,2045.12.03.16,0.2793192268171042
Liaoning-Wind_Offshore_Far,2045.12.03.20,0.2129543228605421
Liaoning-Wind_Offshore_Far,2050.01.04.00,0.1370257864373923
Liaoning-Wind_Offshore_Far,2050.01.04.04,0.1146774777148975
Liaoning-Wind_Offshore_Far,2050.01.04.08,0.1119946233458949
Liaoning-Wind_Offshore_Far,2050.01.04.12,0.1171241140193733
Liaoning-Wind_Offshore_Far,2050.01.04.16,0.0769689946027651
Liaoning-Wind_Offshore_Far,2050.01.04.20,0.1889882906354427
Liaoning-Wind_Offshore_Far,2050.02.03.00,0.6556010769676773
Liaoning-Wind_Offshore_Far,2050.02.03.04,0.6258683190653395
Liaoning-Wind_Offshore_Far,2050.02.03.08,0.3188373700268893
Liaoning-Wind_Offshore_Far,2050.02.03.12,0.0663541140988737
Liaoning-Wind_Offshore_Far,2050.02.03.16,0.0904207120923856
Liaoning-Wind_Offshore_Far,2050.02.03.20,0.1061007230287144
Liaoning-Wind_Offshore_Far,2050.03.16.00,0.6436701307292867
Liaoning-Wind_Offshore_Far,2050.03.16.04,0.0640651179794952
Liaoning-Wind_Offshore_Far,2050.03.16.08,0.0362745627094891
Liaoning-Wind_Offshore_Far,2050.03.16.12,0.3181826710596634
Liaoning-Wind_Offshore_Far,2050.03.16.16,0.3741525218835025
Liaoning-Wind_Offshore_Far,2050.03.16.20,0.6399771037865853
Liaoning-Wind_Offshore_Far,2050.04.29.00,0.903827555478209
Liaoning-Wind_Offshore_Far,2050.04.29.04,0.82332017910297
Liaoning-Wind_Offshore_Far,2050.04.29.08,0.7865601599922805
Liaoning-Wind_Offshore_Far,2050.04.29.12,0.7633020024731513
Liaoning-Wind_Offshore_Far,2050.04.29.16,0.8131398939376224
Liaoning-Wind_Offshore_Far,2050.04.29.20,0.7427155633074327
Liaoning-Wind_Offshore_Far,2050.05.17.00,0.6530409578731785
Liaoning-Wind_Offshore_Far,2050.05.17.04,0.3276238956831814
Liaoning-Wind_Offshore_Far,2050.05.17.08,0.1086401520798825
Liaoning-Wind_Offshore_Far,2050.05.17.12,0.0688391158420308
Liaoning-Wind_Offshore_Far,2050.05.17.16,0.1831509868652878
Liaoning-Wind_Offshore_Far,2050.05.17.20,0.2315597652491587
Liaoning-Wind_Offshore_Far,2050.06.12.00,0.0663631598771986
Liaoning-Wind_Offshore_Far,2050.06.12.04,0.0249414517355642
Liaoning-Wind_Offshore_Far,2050.06.12.08,0.0296720575931924
Liaoning-Wind_Offshore_Far,2050.06.12.12,0.1057930681290784
Liaoning-Wind_Offshore_Far,2050.06.12.16,0.1287673633284823
Liaoning-Wind_Offshore_Far,2050.06.12.20,0.2799019415251801
Liaoning-Wind_Offshore_Far,2050.07.23.00,0.2790527523826837
Liaoning-Wind_Offshore_Far,2050.07.23.04,0.4605612759881276
Liaoning-Wind_Offshore_Far,2050.07.23.08,0.799201693181377
Liaoning-Wind_Offshore_Far,2050.07.23.12,0.8577573269634788
Liaoning-Wind_Offshore_Far,2050.07.23.16,0.8511104739158333
Liaoning-Wind_Offshore_Far,2050.07.23.20,0.8297686246649976
Liaoning-Wind_Offshore_Far,2050.08.20.00,0.191232832171983
Liaoning-Wind_Offshore_Far,2050.08.20.04,0.3237575559818021
Liaoning-Wind_Offshore_Far,2050.08.20.08,0.42413638822068
Liaoning-Wind_Offshore_Far,2050.08.20.12,0.2870480633420674
Liaoning-Wind_Offshore_Far,2050.08.20.16,0.291893267945419
Liaoning-Wind_Offshore_Far,2050.08.20.20,0.3098089609250956
Liaoning-Wind_Offshore_Far,2050.09.13.00,0.0340258809449682
Liaoning-Wind_Offshore_Far,2050.09.13.04,0.0559769230731273
Liaoning-Wind_Offshore_Far,2050.09.13.08,0.0418944305496679
Liaoning-Wind_Offshore_Far,2050.09.13.12,0.0085586102466924
Liaoning-Wind_Offshore_Far,2050.09.13.16,0.0603286278780376
Liaoning-Wind_Offshore_Far,2050.09.13.20,0.1001169789800282
Liaoning-Wind_Offshore_Far,2050.10.22.00,0.7399987823882794
Liaoning-Wind_Offshore_Far,2050.10.22.04,0.645830312497639
Liaoning-Wind_Offshore_Far,2050.10.22.08,0.5568295049676312
Liaoning-Wind_Offshore_Far,2050.10.22.12,0.596685560176608
Liaoning-Wind_Offshore_Far,2050.10.22.16,0.6874719293263768
Liaoning-Wind_Offshore_Far,2050.10.22.20,0.8536816974730541
Liaoning-Wind_Offshore_Far,2050.11.29.00,0.4187967227904964
Liaoning-Wind_Offshore_Far,2050.11.29.04,0.4255583745085469
Liaoning-Wind_Offshore_Far,2050.11.29.08,0.3969856928865845
Liaoning-Wind_Offshore_Far,2050.11.29.12,0.4002288023260403
Liaoning-Wind_Offshore_Far,2050.11.29.16,0.3390059311232032
Liaoning-Wind_Offshore_Far,2050.11.29.20,0.4847756805749062
Liaoning-Wind_Offshore_Far,2050.12.12.00,0.4380271010978439
Liaoning-Wind_Offshore_Far,2050.12.12.04,0.1967314510340351
Liaoning-Wind_Offshore_Far,2050.12.12.08,0.0140262518030174
Liaoning-Wind_Offshore_Far,2050.12.12.12,0.0027987293469021
Liaoning-Wind_Offshore_Far,2050.12.12.16,0.0021747646714677
Liaoning-Wind_Offshore_Far,2050.12.12.20,0.0020701683329379
Liaoning-Wind_Offshore_Far,2055.01.27.00,0.5131504160424055
Liaoning-Wind_Offshore_Far,2055.01.27.04,0.586962447787148
Liaoning-Wind_Offshore_Far,2055.01.27.08,0.3650412408246387
Liaoning-Wind_Offshore_Far,2055.01.27.12,0.1310283877420282
Liaoning-Wind_Offshore_Far,2055.01.27.16,0.1276838380604388
Liaoning-Wind_Offshore_Far,2055.01.27.20,0.1697642937041545
Liaoning-Wind_Offshore_Far,2055.02.15.00,0.6014399981520743
Liaoning-Wind_Offshore_Far,2055.02.15.04,0.3648256152246965
Liaoning-Wind_Offshore_Far,2055.02.15.08,0.4798869960740849
Liaoning-Wind_Offshore_Far,2055.02.15.12,0.6560301351345631
Liaoning-Wind_Offshore_Far,2055.02.15.16,0.8976490493639733
Liaoning-Wind_Offshore_Far,2055.02.15.20,1.00123537806586
Liaoning-Wind_Offshore_Far,2055.03.16.00,0.7474602629541935
Liaoning-Wind_Offshore_Far,2055.03.16.04,0.0743954514044163
