load_zone,fuel,period,fuel_cost
Yunnan,Coal,2058,4.461734786
Yunnan,Gas,2023,9.367681499
Yunnan,Gas,2028,9.367681499
Yunnan,Gas,2033,9.367681499
Yunnan,Gas,2038,9.367681499
Yunnan,Gas,2043,9.367681499
Yunnan,Gas,2048,9.367681499
Yunnan,Gas,2053,9.367681499
Yunnan,Gas,2058,9.367681499
Yunnan,Nuclear,2023,0.9
Yunnan,Nuclear,2028,0.9
Yunnan,Nuclear,2033,0.9
Yunnan,Nuclear,2038,0.9
Yunnan,Nuclear,2043,0.9
Yunnan,Nuclear,2048,0.9
Yunnan,Nuclear,2053,0.9
Yunnan,Nuclear,2058,0.9
Zhejiang,Coal,2023,5.943331234
Zhejiang,Coal,2028,5.943331234
Zhejiang,Coal,2033,5.943331234
Zhejiang,Coal,2038,5.943331234
Zhejiang,Coal,2043,5.943331234
Zhejiang,Coal,2048,5.943331234
Zhejiang,Coal,2053,5.943331234
Zhejiang,Coal,2058,5.943331234
Zhejiang,Gas,2023,11.12412178
Zhejiang,Gas,2028,11.12412178
Zhejiang,Gas,2033,11.12412178
Zhejiang,Gas,2038,11.12412178
Zhejiang,Gas,2043,11.12412178
Zhejiang,Gas,2048,11.12412178
Zhejiang,Gas,2053,11.12412178
Zhejiang,Gas,2058,11.12412178
Zhejiang,Nuclear,2023,0.9
Zhejiang,Nuclear,2028,0.9
Zhejiang,Nuclear,2033,0.9
Zhejiang,Nuclear,2038,0.9
Zhejiang,Nuclear,2043,0.9
Zhejiang,Nuclear,2048,0.9
Zhejiang,Nuclear,2053,0.9
Zhejiang,Nuclear,2058,0.9
